Population,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Bolivia (Plurinational State of),Brazil,Barbados,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Côte d'Ivoire,Cameroon,D.R. of the Congo,Congo,Colombia,Comoros,Cabo Verde,Costa Rica,Czechoslovakia,Cuba,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,Egypt,Spain,Estonia,Ethiopia,Finland,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,Gambia,Guinea-Bissau,Equatorial Guinea,Greece,Guatemala,"China, Hong Kong SAR",Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,Iran (Islamic Republic of),Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyzstan,Cambodia,Republic of Korea,Kuwait,Lao People's DR,Lebanon,Liberia,Libya,Saint Lucia,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,Republic of Moldova,Madagascar,Mexico,TFYR of Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Poland,Puerto Rico,D.P.R. of Korea,Portugal,Paraguay,State of Palestine,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan (Former),Senegal,Singapore,Sierra Leone,El Salvador,Serbia,Sao Tome and Principe,Former USSR,Slovakia,Slovenia,Sweden,Swaziland,Seychelles,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Trinidad and Tobago,Tunisia,Turkey,"Taiwan, Province of China",U.R. of Tanzania: Mainland,Uganda,Ukraine,Uruguay,United States,Uzbekistan,Venezuela (Bolivarian Republic of),Viet Nam,Yemen,Former Yugoslavia,South Africa,Zambia,Zimbabwe
1920,,,932,,8861,,5358,6455,,,7552,,,,5072,,,,2136,27404,,,,8798,3877,3723,472000,,,,,6213,,,420,12979,2997,,,60894,,19,3242,,,1790,,21232,,,3133,39000,,46821,,,,,,,5700,1597,561,720,,2124,7950,54993,305600,4361,,,,,37398,855,,55818,,,,,11804,,,,,,,5250,,,,,,,,14900,,,,13096,,,,,,,3545,,,,640,6848,2635,,1241,,,487,4690,10725,23968,1312,,6029,699,,,12340,,,,,,391,,1170,,,154607,,,5876,,,,,,9802,,,389,,,3721,,,,1371,106881,,2992,,,12422,,,
1921,,,937,,9092,,5461,6504,,,7504,,,,5148,,,,2161,27969,,,,9028,3876,3769,473673,,,,,6374,,,430,13008,3083,,,61573,,20,3285,,,1805,,21411,,,3170,39240,,44072,,,,,,,5837,1614,541,740,,2152,8029,55601,307300,3096,,,,,37691,860,,56490,,,,,12040,,,,,,,5304,,,,,,,,14895,,,,13212,,,,,,,3618,,,,640,6921,2668,,1275,,,489,4764,10932,24330,1336,,6071,715,,,12479,,,,,,418,,1190,,,152836,,,5929,,,,,,10000,,,367,,,3786,,,,1402,108964,,3008,,,12607,,,
1922,,,942,,9368,,5574,6528,,,7571,,,,5255,,,,2186,28542,,,,9159,3874,3817,475352,,,,,6539,,,430,13159,3170,,,61900,,21,3322,,,1820,,21628,,,3210,39420,,44372,,,,,,,5890,1631,553,770,,2181,8103,56220,310400,3002,,,,,38086,879,,57209,,,,,12281,,,,,,,5367,,,,,,,,15129,,,,13351,,,,,,,3698,,,,650,7032,2695,,1304,,,491,4838,11143,24935,1359,,6146,732,,,12666,,,,,,436,,1220,,,152403,,,5971,,,,,,10202,,,371,,,3844,,,,1433,110484,,3025,,,12796,,,
1923,,,947,,9707,,5697,6543,,,7635,,,,5365,,,,2212,29126,,,,9256,3883,3866,477037,,,,,6709,,,440,13293,3257,,,62307,,21,3356,,,1835,,21847,,,3243,39880,,44596,,,,,,,6010,1648,579,800,,2209,8173,56847,313600,3014,,,,,38460,891,,57937,,,,,12526,,,,,,,5426,,,,,,,,15367,,,,13491,,,,,,,3779,,,,650,7150,2713,,1326,,,493,4914,11358,25569,1383,,6223,749,,,12843,,,,,,458,,1240,,,153055,,,5997,,,,,,10435,,,376,,13877,3904,,,,1465,112387,,3049,,,12987,,,
1924,,,952,,10054,,5819,6562,,,7707,,,,5476,,,,2237,29723,,,,9394,3896,3917,478728,,,,,6882,,,450,13413,3345,,,62697,,22,3389,,,1850,,22069,,,3272,40310,,44915,,,,,,,6000,1665,603,820,,2239,8232,57486,316700,3005,,,,,38810,900,,58686,,,,,12777,,,,,,,5452,,,,,,,,15609,,,,13633,,,,,,,3863,,,,660,7264,2729,,1350,,,495,4992,11577,25992,1407,,6300,767,,,13020,,,,,,469,,1270,,,155581,,,6021,,,,,,10673,,,379,,13968,3959,,,,1498,114558,,3077,,,13180,,,
1925,,,956,,10358,,5943,6582,,,7779,,,,5590,,,,2263,30332,,,,9549,3910,3970,480425,,,,,7061,,,460,13537,3432,,,63166,,23,3425,,,1865,,22292,,,3304,40610,,45059,,,,,,,5958,1682,628,850,,2268,8299,58135,319900,2985,,,,,39165,910,,59522,,,,,13005,,,,,,,5505,,,,,,,,15854,,,,13776,,,,,,,3949,,,,660,7366,2747,,1382,,,497,5070,11800,26425,1431,,6378,785,,,13209,,,,,,492,,1300,,,158983,,,6045,,,,,,10916,,,382,,14059,4048,,,,1534,116284,,3114,,,13378,,,
1926,,,962,,10652,,6064,6603,,,7844,,,,5705,,,,2289,30953,,,,9713,3932,4025,482128,,,,,7243,,,470,13644,3519,,,63630,,24,3452,,,1881,,22518,,,3339,40870,,45232,,,,,,,6042,1699,615,880,,2298,8383,58807,323200,2971,,,,,39502,930,,60490,,,,,13179,,,,,,,5545,,,,,,,,16103,,,,13921,,,,,,,4038,,,,670,7471,2763,,1412,,,499,5150,12026,26815,1455,,6457,803,,,13399,,,,,,511,,1330,,,162621,,,6064,,,,,,11165,,,385,,14151,4140,,,,1571,117857,,3152,,,13578,,,
1927,,,967,,10965,,6188,6623,,,7904,,,,5798,,,,2316,31587,,,,9905,3956,4081,483837,,,,,7431,,,470,13728,3606,,,64023,,25,3475,,,1896,,22747,,,3368,40940,,45389,,,,,,,6127,1717,628,890,,2328,8454,59501,326400,2957,,,,,39848,946,,61430,,,,,13356,,,,,,,5591,,,,,,,,16356,,,,14067,,,,,,,4128,,,,670,7576,2775,,1437,,,502,5230,12305,27148,1478,,6538,822,,,13574,,,,,,532,,1350,,,166117,,,6081,,,,,,11419,,,388,,14250,4232,,,,1608,119502,,3185,,,13780,,,
1928,,,972,,11282,,6304,6643,,,7968,,,,5873,,,,2343,32234,,,,10107,3988,4140,485552,,,,,7624,,,480,13807,3693,,,64393,,26,3497,,,1912,,22977,,,3396,41050,,45578,,,,,,,6205,1735,652,910,,2359,8520,60250,329700,2944,,,,,40186,966,,62361,,,,,13535,,,,,,,5730,,,,,,,,16613,,,,14215,,,,,,,4221,,,,670,7679,2785,,1454,,,504,5312,12543,27509,1502,,6619,841,,,13760,,,,,,553,,1390,,,169269,,,6097,,,,,,11734,,,392,,14476,4330,,,,1646,120971,,3221,,,13986,,,
1929,,,977,,11592,,6396,6664,,,8032,,,,5950,,,,2370,32894,,,,10305,4022,4202,487273,,,,,7821,,,490,13884,3742,,,64739,,27,3518,,,1928,,23210,,,3424,41230,,45672,,,,,,,6275,1753,680,930,,2390,8583,61019,333100,2937,,,,,40469,985,,63244,,,,,13716,,,,,,,5669,,,,,,,,16875,,,,14364,,,,,,,4316,,,,680,7782,2795,,1471,,,506,5396,12890,27856,1526,,6701,860,,,13952,,,,,,575,,1410,,,172017,,,6113,,,,,,12058,,,398,,14705,4437,,,,1685,122245,,3259,,,14194,,,
1930,,,982,,11896,,6469,6684,,,8076,,,,6027,,,,2397,33568,,,,10488,4051,4266,489000,,,,,7914,,,500,13964,3837,,,65084,,27,3542,,,1944,,23445,,,3449,41610,,45866,,,,,,,6351,1771,711,950,,2422,8649,61805,336400,2927,,,,,40791,1009,,64203,,,,,13900,,,,,,,5707,,,,,,,,17175,,,,14515,,,,,,,4413,,,,680,7884,2807,,1493,,,515,5480,13194,28204,1552,,6784,880,,,14141,,,,,,596,,1440,,,174212,,,6131,,,,,,12392,,,405,,14928,4563,,,,1713,123668,,3300,,,14407,,,
1931,,,988,,12167,,6527,6705,,,8126,,,,6106,,,,2425,34256,,,,10657,4080,4332,492640,,,,,8009,,,510,14052,3910,,,65423,,28,3569,,,1995,,23675,,,3476,41860,,46074,,,,,,,6440,1810,728,970,,2453,8723,62878,341000,2933,,,,,41132,1039,,65205,,,,,14117,,,,,,,5748,,,,,,,,17480,,,,14667,,,,,,,4513,,,,690,7999,2824,,1514,,,527,5569,13507,28615,1584,,6869,901,,,14355,,,,,,563,,1460,,,175987,,,6152,,,,,,12735,,,412,,15174,4684,,,,1741,124633,,3336,,,14618,,,
1932,,,993,,12402,,6579,6725,,,8186,,,,6186,,,,2453,34957,,,,10794,4102,4401,496307,,,,,8104,,,520,14138,3984,,,65716,,29,3603,,,2050,,23897,,,3503,41860,,46335,,,,,,,6516,1860,781,990,,2485,8785,63986,345800,2949,,,,,41431,1061,,66189,,,,,14338,,,,,,,5788,,,,,,,,17790,,,,14870,,,,,,,4604,,,,690,8123,2842,,1527,,,543,5660,13829,29022,1615,,6954,922,,,14554,,,,,,580,,1470,,,176807,,,6176,,,,,,13087,,,417,,15414,4806,,,,1770,125436,,3368,,,14819,,,
1933,,,998,,12623,,6631,6746,,,8231,,,,6267,,,,2482,35673,,,,10919,4122,4473,500000,,,,,8201,,,530,14216,4060,,,66027,,30,3633,,,2095,,24122,,,3526,41890,,46520,,,,,,,6591,1910,800,1010,,2517,8848,65131,350700,2962,,,,,41753,1082,,67182,,,,,14562,,,,,,,5825,,,,,,,,18115,,,,15075,,,,,,,4697,,,,700,8237,2858,,1540,,,559,5752,14158,29421,1647,,7040,944,,,14730,,,,,,515,,1490,,,177401,,,6201,,,,,,13399,,,422,,15658,4932,,,,1799,126180,,3401,,,15022,,,
1934,,,1003,,12834,,6682,6760,,,8262,,,,6349,,,,2511,36404,,,,11030,4140,4548,502639,,,,,8299,,,540,14282,4137,,,66409,,31,3666,,,2140,,24349,,,3549,41950,,46666,,,,,,,6688,1940,818,1020,,2549,8919,66314,355600,2971,,,,,42093,1098,,68090,,,,,14789,,,,,,,5872,,,,,,,,18445,,,,15283,,,,,,,4793,,,,710,8341,2874,,1552,,,576,5846,14497,29771,1679,,7127,966,,,14924,,,,,,525,,1510,,,178453,,,6222,,,,,,13718,,,428,,15906,5063,,,,1829,126978,,3431,,,15228,,,
1935,,,1009,,13044,,6732,6761,,,8288,,,,6415,,,,2540,37150,,,,11136,4155,4625,505292,,,,,8398,,,550,14339,4221,,,66871,,32,3695,,,2196,,24579,,,3576,41940,,46868,,,,,,,6793,1980,837,1040,,2582,8985,67538,360600,2971,,,,,42429,1113,,69238,,,,,15020,,,,,,,5897,,,,,,,,18781,,,,15494,,,,,,,4890,,,,730,8434,2889,,1562,,,592,5941,14843,30129,1710,,7216,988,,,15069,,,,,,572,,1530,,,179636,,,6242,,,,,,14045,,,435,,16158,5179,,,,1859,127859,,3465,,,15439,,,
1936,,,1014,,13260,,6783,6758,,,8315,,,,6469,,,,2569,37911,,,,11243,4168,4706,507959,,,,,8498,,,560,14387,4289,,,67349,,33,3722,,,2249,,24810,,,3601,41910,,47081,,,,,,,6886,2020,856,1060,,2615,9046,68807,365700,2967,,,,,42750,1130,,70171,,,,,15139,,,,,,,5943,,,,,,,,19040,,,,15708,,,,,,,4993,,,,750,8516,2904,,1573,,,608,6038,15199,30471,1743,,7305,1012,,,15256,,,,,,603,,1550,,,181502,,,6259,,,,,,14379,,,442,,16434,5297,,,,1889,128681,,3510,,,15651,,,
1937,,,1030,,13490,,6841,6755,,,8346,,,,6514,,,,2599,38687,,,,11341,4180,4789,510640,,,,,8599,,,580,14429,4357,,,67831,,34,3749,,,2298,,25043,,,3626,41930,,47289,,,,,,,6973,2070,1111,1080,,2648,9107,70121,370900,2948,,,,,43068,1142,,71278,,,,,15260,,,,,,,5989,,,,,,,,19370,,,,15925,,,,,,,5099,,,,770,8599,2919,,1587,,,623,6137,15563,30791,1777,,7396,1036,,,15434,,,,,,651,,1570,,,184626,,,6276,,,,,,14721,,,450,,16725,5432,,,,1921,129464,,3565,,,15860,,,
1938,,,1040,,13724,,6904,6753,,,8374,,,,6564,,,,2629,39480,,,,11452,4192,4875,513336,,,,,8702,,,590,14603,4428,,,68558,,35,3777,,,2355,,25279,,,3656,41960,,47494,,,,,,,7061,2110,1281,1100,,2682,9167,71484,376100,2937,,,,,43419,1163,,71879,,,,,15381,,,,,,,6045,,,,,,,,19705,,,,16145,,,,,,,5207,,,,780,8685,2936,,1604,,,640,6237,15934,31062,1810,,7488,1061,,,15601,,,,,,710,,1590,,,188498,,,6297,,,,,,14980,,,458,,17016,5552,,,,1952,130476,,3623,,,16084,,,
1939,,,1070,,13984,,6971,6653,,,8392,,,,6614,,,,2659,40289,,,,11570,4206,4964,516046,,,,,8935,,,610,14683,4497,,,69286,,36,3805,,,2412,,25517,,,3686,41900,,47991,,,,,,,7156,2150,1516,1120,,2716,9227,72903,381400,2934,,,,,43865,1191,,72364,,,,,15504,,,,,,,6095,,,,,,,,20047,,,,16368,,,,,,,5317,,,,810,8782,2954,,1627,,,656,6338,16275,31365,1844,,7581,1086,,,15751,,,,,,728,,1610,,,192379,,,6326,,,,,,15244,,,466,,17517,5680,,,,1944,131539,,3699,,,16305,,,
1940,,,1088,,14169,,7042,6705,,,8346,,,,6666,,,,2690,41114,,,,11688,4226,5056,518770,,,,,9174,,,620,14713,4566,,,69835,,37,3832,,,2466,,25757,,,3698,41000,,48226,,,,,,,7280,2200,1547,1150,,2751,9287,74376,386800,2958,,,,,44341,1212,,72967,,,,,15627,,,,,,,6134,,,,,,,,20393,,,,16594,,,,,,,5434,,,,830,8879,2973,,1636,,,697,6440,16585,30021,1880,,7675,1111,,,15907,,,,,,751,,1630,,,195970,,,6356,,,,,,15513,,,476,,17821,5837,,,,1965,132637,,3784,,,16300,,,
1941,,,1100,,14402,,7111,6745,,,8276,,,,6715,,,,2721,42069,,,,11818,4254,5151,521508,,,,,9419,,,630,14671,4635,,,70244,,37,3863,,,2541,,25979,,,3702,39600,,48216,,,,,,,7362,2250,1420,1170,,2786,9344,75588,391700,2993,,,,,44734,1230,,74005,,,,,15859,,,,,,,6169,,,,,,,,20955,,,,16824,,,,,,,5554,,,,840,8966,2990,,1629,,,720,6550,16902,,1935,,7757,1137,,,15774,,,,,,769,,1650,,,,,,6389,,,,,,15787,,,492,,18011,6002,,,,1987,133922,,3858,,,,,,
1942,,,1117,,14638,,7173,6783,,,8247,,,,6771,,,,2753,43069,,,,11969,4286,5248,524261,,,,,9671,,,650,14577,4704,,,70834,,38,3903,,,2575,,26182,,,3708,39400,,48400,,,,,,,7339,2300,,1200,,2820,9396,76785,396300,2963,,,,,45004,1254,,75029,,,,,16094,,,,,,,6191,,,,,,,,21532,,,,16727,,,,,,,5592,,,,860,9042,3009,,1639,,,773,6662,17169,,1987,,7826,1164,,,15839,,,,,,,,1680,,,,,,6432,,,,,,16060,,,510,,18203,6174,,,,2010,135386,,3934,,,,,,
1943,,,1119,,14877,,7236,6808,,,8242,,,,6828,,,,2785,44093,,,,12115,4323,5348,527028,,,,,9930,,,660,14538,4779,,,70411,,39,3949,,,2641,,26387,,,3721,39000,,48789,,,,,,,7297,2340,,1210,,2856,9442,77615,400900,2946,,,,,45177,1249,,76005,,,,,16332,,,,,,,6296,,,,,,,,22125,,,,16908,,,,,,,5630,,,,880,9103,3032,,1633,,,795,6776,17552,,2033,,7896,1191,,,15840,,,,,,,,1690,,,,,,6490,,,,,,16462,,,525,,18396,6325,,,,2032,137272,,4020,,,,,,
1944,,,1122,,15130,,7309,6834,,,8291,,,,6885,,,,2817,45141,,,,12268,4364,5449,529810,,,,,10196,,,680,14593,4849,,,69865,,40,3998,,,2712,,26594,,,3735,38900,,49016,,,,,,,7284,2390,,1240,,2892,9497,77646,405600,2944,,,,,45290,1259,,77178,,,,,16574,,,,,,,6442,,,,,,,,22734,,,,17090,,,,,,,5668,,,,900,9175,3060,,1654,,,784,6892,17887,,2062,,7967,1219,,,15946,,,,,,,,1720,,,,,,6560,,,,,,16868,,,536,,18592,6266,,,,2055,138937,,4114,,,,,,
1945,,,1138,,15390,,7389,6799,,,8339,,,,6942,,,,2850,46215,,,,12404,4412,5552,532607,,,,,10469,,,700,14152,4932,,,67000,,41,4045,,,2781,,26802,,,3758,39700,,49182,,,,,,,7322,2440,,1260,,2928,9024,77545,410400,2952,,,,,45442,1266,,76224,,,,,17917,,,,,,,6650,,,,,,,,23724,,,,17272,,,,,,,5707,,,,920,9262,3091,,1688,,,791,7010,18228,,2099,,8038,1247,,,15929,,,,,,,,1740,,,,,,6635,,,,,,17284,,,547,,18790,6140,,,,2081,140474,,4223,,,,,,
1946,,,1154,,15654,,7474,7000,,,8367,,,,7000,,,,2883,47313,,,,12634,4467,5656,535418,,,,,10749,,,710,12916,5039,,,64678,,42,4101,,,2853,,27012,,,3806,40290,,49217,,,,,,,7418,2500,1343,1290,,2961,9042,78050,415200,2957,,,,,45725,1298,,77199,,,,,19369,,,,,,,6854,,,,,,,,24413,,,,17454,,,,,,,5746,,,,950,9424,3127,,1759,,,788,7130,18775,23959,2141,,8110,1275,,,15971,,,,,,,,1760,,,173900,,,6719,,,,,,17710,,,561,,19235,6014,,,,2107,141940,,4347,,,,,,
1947,,,1175,,15942,,7578,6971,,,8450,,,,7064,,,,2916,48438,,,,12901,4524,5761,538244,,,,,11036,,,730,12164,5152,,,66094,,43,4146,,,2936,,27223,,,3859,40680,,49519,,,,,,,7529,2570,1516,1320,,2994,9079,78880,346000,2974,,,,,46040,1327,,78119,,,,,19886,,,,,,,7037,,,,,,,,25122,,,,17636,,,,,,,5786,,,,980,9630,3165,,1797,,,804,7252,19338,23734,2162,,8183,1305,,,15849,,,,,,938,,1780,,,174000,,,6803,,,,,,18148,,,583,,19690,6419,,,,2134,144688,,4486,,,15596,,,
1948,,,1192,,16307,,7715,6956,,,8557,,,,7130,,,,2950,49590,,,,13180,4582,5865,541085,,,,,11332,,,750,12339,5268,,,67295,,44,4190,,,3017,,27437,,,3912,41110,,50014,,,,,,,7749,2640,1559,1350,,3028,9158,79856,350000,2985,,,,,46381,1350,,80155,,,,,20027,,,,,,,7244,,,,,,,,25852,,,,17818,,,,,,,5922,,,,1000,9800,3201,,1833,,,822,7376,19918,23980,2187,,8256,1335,,,15893,,,,,,961,,1810,,,175100,,,6883,,,,,,18569,,,600,,20156,6724,,,,2160,147203,,4656,,,15817,,,
1949,,,1209,,16737,,7919,6943,,,8614,,,,7195,,,,2984,50769,,,,13469,4640,5969,543941,,,,,11635,,,770,12339,5386,,,67991,,45,4230,,,3104,,27651,,,3963,41480,,50312,,,,,,,7856,2720,1609,1390,,3062,9250,81120,355000,2981,,,,,46733,1374,,81971,,,,,20208,,,,,,,7455,,,,,,,,26603,,,,18000,,,,,,,6061,,,,1030,9956,3234,,1871,,,838,7502,20516,24410,2197,,8329,1366,,,16084,,,,,,979,,1840,,,177500,,,6955,,,,,,19000,,,616,,20634,7302,,,,2188,149770,,4843,,,16040,,,
1950,8150,4117.617,1227.156,71.52,17150.336,1355.269,8267.337,6935.1,2885.332,2362.522,8639.369,1672.661,4376.162,45645.964,7250.5,114.84,2662,7722.155,2766.028,53443.075,211,430.413,1260,14011.422,4694,6090.833,546815,2860.288,4887.591,13568.762,826.308,11591.658,148,146,866.982,12389,5785,494,8925.122,68374.572,79,51,4271,2352.968,8892.718,3369.955,21197.691,28062.963,1095.61,20605.2175154271,4008.9,42518,415.767,50127,3515.602,5297.454,2585.509,271,573.268,211,7566.028,2968.976,1960.22018570767,1431.447,3837.297,3097,9338,82611.5269347421,359000,2963.018,16357,5163.443,142.938,1286.131,47105,1384.55,561.254,83805,6693.23,6121.184,1738.961,4471.17,20845.771,144.774,1886,1364.03,824,961.305,79,7533.097,726,2553.159,295.587,1936.498,9343.384,2336.432,4620.437,28485.18,1224.627,3687.654,311.973,19487.657,395.587,779,6250.443,1006,481.27,2816.6,6433.799,463.729,3271.073,31796.939,1098,10113.527,3265.126,8990,1908.31,488.588,39448.232,893,7632.5,21131.264,24824,2218,9471,8442.75,1475.669,1017,25.101,16311,101936.816,2439.435,3859.801,6326.44078955545,2653.637,1022.1,2087,1939.8,5956,60,179571,3463.446,1467.759,7014,277.384,33,3495,2607.769,1172,20041.628,1530.047,1204.075,632,3517.21,21121.639,7456,7934.924,5521.758,36774.854,2194.275,152271,6292.797,5009.006,25348.144,4777.089,16298,13595.84,2553,2853.151
1951,8284,4173.095,1254.119,73.298,17517.342,1379.204,8510.6,6935.451,2983.082,2403.682,8678.386,1705.754,4422.822,46149.84,7258.2,117.58,2721,7742.159,2823.667,54995.532,215,436.32,1275,14330.675,4749,6251.933,557480,2918.07,4947.09,13831.813,840.223,11965,151,151,895.336,12532,5892,502,9023.17,68875.884,81,52,4303.62,2419.125,9073.304,3458.093,21704.443,28298.01,1111.966,20943.8602751692,4047.3,42862,418.227,50290,3579.417,5436.555,2624.584,278,576.948,214,7646.402,3066,2043.38166797476,1474.191,3859.83,3146,9423,83772.7235746611,365000,2959.311,16806.708,5299.983,145.604,1489.998,47418,1405.615,584.172,85163.848,6936.06,6289.336,1767.107,4581.15,20876.189,152.197,1921,1401.246,843,989.591,81,7755.062,737,2561.579,297.425,1950.888,9633.621,2422.094,4690.031,29296.235,1255.619,3761.365,312.646,19788.256,405.216,789,6345.838,1014,498.593,2866.038,6581.839,474.595,3324.164,32492.088,1131,10264.311,3295.871,9086,1947.389,498.207,40382.206,916,7826.2,21775.167,25262.265,2235,9167,8490.25,1515.299,1022,27.088,16464,103506.916,2485.919,3931.753,6502.18226247847,2703.457,1068.1,2115,1989.756,6029.178,60,182677,3508.698,1483.131,7070,283.699,33,3576.577,2644.428,1195,20653.334,1584.833,1226.498,648.7,3582.97,21669.334,7771,8124.902,5670.97,37435.785,2223.06,154878,6489.85,5217.02,25793.577,4869.125,16519,13926.314,2611,2950.941
1952,8425,4232.095,1282.697,75.273,17876.956,1416.722,8691.212,6927.772,3090.973,2445.618,8730.405,1740.025,4469.979,46881.899,7274.9,120.447,2791,7698.249,2883.315,56602.56,218,442.308,1292,14785.584,4815,6377.619,568910,2977.019,5009.067,14100.005,854.885,12350.771,154,155,926.317,12683,6008,508,9125.183,69145.952,83,53,4334,2491.346,9279.525,3548.753,22223.309,28549.87,1130.445,21295.2985295682,4090.5,43184,420.702,50430,3628.347,5581.001,2664.249,284,580.653,217,7733.25,3166,2135.09504149975,1517.453,3882.229,3197,9504,84945.6470949604,372000,2952.156,17267.289,5441.766,147.962,1620.914,47666,1426.095,607.914,86459.025,7123.394,6464.046,1786.533,4693.836,20947.571,160,1957,1439.529,863,1019.729,82,7987.879,749,2583.984,299.263,1964.319,9939.217,2466.74,4762.912,30144.317,1271.611,3836.551,316.619,20093.491,413.834,801,6446.316,1023,516.556,2917.802,6748.378,485.831,3379.468,33207.747,1166,10381.988,3327.728,9183,1994.794,507.833,41346.56,940,8025.7,22438.691,25730.551,2227,8875,8526.05,1555.876,1031,29.109,16630,105385.09,2534.927,4005.677,6682.80500643774,2755.589,1127,2143,2042.865,6102.453,60,185856,3558.137,1489.518,7125,290.243,33,3661.549,2682.462,1219,21289.402,1640.949,1252.749,662.85,3647.735,22235.677,8031,8322.925,5824.797,38006.18,2252.965,157553,6681.196,5439.568,26246.839,4963.829,16708,14264.935,2672,3080.907
1953,8573,4293.84,1314.608,77.48,18230.816,1455.777,8857.924,6932.483,3158.974,2488.348,8777.873,1775.516,4517.639,47652.925,7346.1,123.469,2863,7666.821,2944.968,58266.357,221,448.377,1309,15183.375,4878,6492.774,581390,3037.159,5073.595,14373.435,870.325,12749.619,157,160,958.893,12820,6129,515,9220.908,69550.236,86,54,4369.28,2568.919,9531.71,3642.591,22754.58,28804.128,1140.395,21659.9858841143,4139.4,43495,423.276,50593,3687.436,5731.008,2704.514,291,584.381,220,7817.095,3269,2234.99983989544,1562.218,3906.475,3250,9595,86166.5113328822,379000,2947.311,17734.742,5589.018,151.036,1667.098,47957,1446.425,632.897,87655.163,7260.866,6646.268,1817.007,4809.293,21060.464,168.372,1995,1478.915,884,1051.835,83,8229.847,761,2593.918,301.101,1976.212,10205.766,2505.504,4839.248,31031.279,1299.452,3913.24,317.248,20403.435,419.454,814,6552.276,1032,536.057,2971.986,6928.942,497.453,3437.066,33944.6,1202,10493.184,3360.888,9280,2047.391,517.464,42342.412,962,8232.1,23122.432,26221.264,2204,8594,8578.95,1597.419,1040,31.157,16847,107302.806,2586.573,4081.572,6868.44574731224,2810.131,1191.8,2172,2099.13,6175.824,60,188961,3598.761,1497.875,7171,297.025,34,3750.114,2721.913,1244,21964.158,1684.446,1282.64,678.3,3713.496,22830.516,8326,8529.355,5983.396,38541.349,2283.92,160184,6886.387,5674.259,26724.094,5061.153,16937,14623.631,2734,3190.967
1954,8728,4357.527,1352.982,79.947,18580.559,1505.668,9064.017,6940.209,3222.581,2531.886,8819.38,1812.456,4565.808,48592.988,7423.3,126.708,2916,7698.751,3008.635,59989.219,225,454.64,1328,15636.245,4929,6612.138,595310,3098.513,5140.805,14657.484,886.576,13162.003,160,164,993.786,12952,6254,523,9290.617,69868.115,88,55,4406,2651.127,9611.093,3740.256,23298.551,29060.413,1148.378,22038.3998182708,4186.9,43822,425.951,50765,3759.86,5886.798,2745.388,299,588.133,223,7893.412,3376,2342.2390865994,1610.959,3929.591,3306,9706,87441.3431861411,386000,2936.769,18216.059,5742.552,154.563,1711.647,48299,1467.585,659.275,88753.892,7516.649,6836.36,1857.891,4927.59,21258.836,177.181,2035,1519.439,906,1086.038,84,8468.96,773,2597.435,302.939,1990.651,10486.5,2565.909,4919.118,31959.113,1325.223,3991.461,319.787,20722.16,425.065,828,6663.941,1042,553.977,3028.691,7117.564,509.47,3497.045,34933.365,1239,10615.38,3394.246,9379,2092.779,528.286,43372.063,985,8447,23827.009,26715.134,2214,8590,8632.1,1639.946,1049,33.223,17040,109208.917,2640.978,4160.424,7059.2427825428,2867.186,1248.2,2202,2158.554,6244.573,60,192171,3661.437,1509.187,7213,304.057,35,3841.974,2762.828,1271,22684.974,1729.862,1313.402,697.5,3779.257,23463.817,8635,8745.102,6147.541,38993.798,2316.543,163026,7061.494,5918.702,27210.027,5162.494,17151,14991.553,2800,3307.273
