Year,Season,NOC,Total_Medals,Gold,Silver,Bronze,Men_Medals,Women_Medals,Is_Host
2012,Summer,VIE,0,0,0,0,0.0,0.0,0
2012,Summer,GAM,0,0,0,0,0.0,0.0,0
2012,Summer,SRI,0,0,0,0,0.0,0.0,0
2012,Summer,ZIM,0,0,0,0,0.0,0.0,0
2012,Summer,STP,0,0,0,0,0.0,0.0,0
2012,Summer,GBS,0,0,0,0,0.0,0.0,0
2012,Summer,FSM,0,0,0,0,0.0,0.0,0
2012,Summer,KIR,0,0,0,0,0.0,0.0,0
2012,Summer,HAI,0,0,0,0,0.0,0.0,0
2012,Summer,NRU,0,0,0,0,0.0,0.0,0
2012,Summer,NEP,0,0,0,0,0.0,0.0,0
2012,Summer,LBA,0,0,0,0,0.0,0.0,0
2012,Summer,MTN,0,0,0,0,0.0,0.0,0
2012,Summer,GEQ,0,0,0,0,0.0,0.0,0
2012,Summer,ASA,0,0,0,0,0.0,0.0,0
2012,Summer,SOM,0,0,0,0,0.0,0.0,0
2012,Summer,BIH,0,0,0,0,0.0,0.0,0
2012,Summer,TGA,0,0,0,0,0.0,0.0,0
2012,Summer,CAY,0,0,0,0,0.0,0.0,0
2012,Summer,DMA,0,0,0,0,0.0,0.0,0
2012,Summer,MHL,0,0,0,0,0.0,0.0,0
2012,Summer,TAN,0,0,0,0,0.0,0.0,0
2012,Summer,SMR,0,0,0,0,0.0,0.0,0
2012,Summer,ISV,0,0,0,0,0.0,0.0,0
2012,Summer,SWZ,0,0,0,0,0.0,0.0,0
2012,Summer,LIE,0,0,0,0,0.0,0.0,0
2012,Summer,ARU,0,0,0,0,0.0,0.0,0
2012,Summer,LAO,0,0,0,0,0.0,0.0,0
2012,Summer,PNG,0,0,0,0,0.0,0.0,0
2012,Summer,COD,0,0,0,0,0.0,0.0,0
2012,Summer,BUR,0,0,0,0,0.0,0.0,0
2012,Summer,SOL,0,0,0,0,0.0,0.0,0
2012,Summer,TUV,0,0,0,0,0.0,0.0,0
2012,Summer,LES,0,0,0,0,0.0,0.0,0
2012,Summer,BRU,0,0,0,0,0.0,0.0,0
2012,Summer,CPV,0,0,0,0,0.0,0.0,0
2012,Summer,BIZ,0,0,0,0,0.0,0.0,0
2012,Summer,TLS,0,0,0,0,0.0,0.0,0
2012,Summer,CHA,0,0,0,0,0.0,0.0,0
2012,Summer,SUR,0,0,0,0,0.0,0.0,0
2012,Summer,SLE,0,0,0,0,0.0,0.0,0
2012,Summer,MAW,0,0,0,0,0.0,0.0,0
2014,Winter,RUS,33,13,11,9,23.0,10.0,1
2014,Winter,USA,28,9,7,12,14.0,14.0,0
2014,Winter,NOR,26,11,5,10,13.0,13.0,0
2014,Winter,CAN,25,10,10,5,14.0,11.0,0
2014,Winter,NED,24,8,7,9,14.0,10.0,0
2014,Winter,GER,19,8,6,5,9.0,10.0,0
2014,Winter,AUT,17,4,8,5,9.0,8.0,0
2014,Winter,FRA,15,4,4,7,12.0,3.0,0
2014,Winter,SWE,15,2,7,6,9.0,6.0,0
2014,Winter,SUI,11,6,3,2,6.0,5.0,0
2014,Winter,CHN,9,3,4,2,4.0,5.0,0
2014,Winter,JPN,8,1,4,3,6.0,2.0,0
2014,Winter,ITA,8,0,2,6,4.0,4.0,0
2014,Winter,CZE,8,2,4,2,4.0,4.0,0
2014,Winter,SLO,8,2,2,4,4.0,4.0,0
2014,Winter,KOR,8,3,3,2,1.0,7.0,0
2014,Winter,BLR,6,5,0,1,1.0,5.0,0
2014,Winter,POL,6,4,1,1,4.0,2.0,0
2014,Winter,FIN,5,1,3,1,2.0,3.0,0
2014,Winter,LAT,4,0,2,2,4.0,0.0,0
2014,Winter,GBR,4,1,1,2,1.0,3.0,0
2014,Winter,AUS,3,0,2,1,1.0,2.0,0
2014,Winter,UKR,2,1,0,1,0.0,2.0,0
2014,Winter,KAZ,1,0,0,1,1.0,0.0,0
2014,Winter,SVK,1,1,0,0,0.0,1.0,0
2014,Winter,CRO,1,0,1,0,1.0,0.0,0
2014,Winter,IRI,0,0,0,0,0.0,0.0,0
2014,Winter,GEO,0,0,0,0,0.0,0.0,0
2014,Winter,ROU,0,0,0,0,0.0,0.0,0
2014,Winter,BEL,0,0,0,0,0.0,0.0,0
2014,Winter,TOG,0,0,0,0,0.0,0.0,0
2014,Winter,TUR,0,0,0,0,0.0,0.0,0
2014,Winter,MON,0,0,0,0,0.0,0.0,0
2014,Winter,BUL,0,0,0,0,0.0,0.0,0
2014,Winter,GRE,0,0,0,0,0.0,0.0,0
2014,Winter,LTU,0,0,0,0,0.0,0.0,0
2014,Winter,ISL,0,0,0,0,0.0,0.0,0
2014,Winter,TGA,0,0,0,0,0.0,0.0,0
2014,Winter,ARG,0,0,0,0,0.0,0.0,0
2014,Winter,CHI,0,0,0,0,0.0,0.0,0
2014,Winter,NZL,0,0,0,0,0.0,0.0,0
2014,Winter,IRL,0,0,0,0,0.0,0.0,0
2014,Winter,HUN,0,0,0,0,0.0,0.0,0
2014,Winter,BRA,0,0,0,0,0.0,0.0,0
2014,Winter,TPE,0,0,0,0,0.0,0.0,0
2014,Winter,MGL,0,0,0,0,0.0,0.0,0
2014,Winter,AZE,0,0,0,0,0.0,0.0,0
2014,Winter,MNE,0,0,0,0,0.0,0.0,0
2014,Winter,SRB,0,0,0,0,0.0,0.0,0
2014,Winter,ISR,0,0,0,0,0.0,0.0,0
2014,Winter,MDA,0,0,0,0,0.0,0.0,0
2014,Winter,ISV,0,0,0,0,0.0,0.0,0
2014,Winter,PER,0,0,0,0,0.0,0.0,0
2014,Winter,ESP,0,0,0,0,0.0,0.0,0
2014,Winter,LIB,0,0,0,0,0.0,0.0,0
2014,Winter,IVB,0,0,0,0,0.0,0.0,0
2014,Winter,MKD,0,0,0,0,0.0,0.0,0
2014,Winter,DMA,0,0,0,0,0.0,0.0,0
2014,Winter,POR,0,0,0,0,0.0,0.0,0
2014,Winter,JAM,0,0,0,0,0.0,0.0,0
2014,Winter,DEN,0,0,0,0,0.0,0.0,0
2014,Winter,EST,0,0,0,0,0.0,0.0,0
2014,Winter,ARM,0,0,0,0,0.0,0.0,0
2014,Winter,UZB,0,0,0,0,0.0,0.0,0
2014,Winter,TLS,0,0,0,0,0.0,0.0,0
2014,Winter,AND,0,0,0,0,0.0,0.0,0
2014,Winter,LIE,0,0,0,0,0.0,0.0,0
2014,Winter,IND,0,0,0,0,0.0,0.0,0
2014,Winter,PAK,0,0,0,0,0.0,0.0,0
2014,Winter,BIH,0,0,0,0,0.0,0.0,0
2014,Winter,IOA,0,0,0,0,0.0,0.0,0
2014,Winter,MAR,0,0,0,0,0.0,0.0,0
2014,Winter,HKG,0,0,0,0,0.0,0.0,0
2014,Winter,PAR,0,0,0,0,0.0,0.0,0
2014,Winter,PHI,0,0,0,0,0.0,0.0,0
2014,Winter,ALB,0,0,0,0,0.0,0.0,0
2014,Winter,SMR,0,0,0,0,0.0,0.0,0
2014,Winter,BER,0,0,0,0,0.0,0.0,0
2014,Winter,CYP,0,0,0,0,0.0,0.0,0
2014,Winter,VEN,0,0,0,0,0.0,0.0,0
2014,Winter,MLT,0,0,0,0,0.0,0.0,0
2014,Winter,LUX,0,0,0,0,0.0,0.0,0
2014,Winter,TJK,0,0,0,0,0.0,0.0,0
2014,Winter,NEP,0,0,0,0,0.0,0.0,0
2014,Winter,ZIM,0,0,0,0,0.0,0.0,0
2014,Winter,THA,0,0,0,0,0.0,0.0,0
2014,Winter,KGZ,0,0,0,0,0.0,0.0,0
2014,Winter,CAY,0,0,0,0,0.0,0.0,0
2014,Winter,MEX,0,0,0,0,0.0,0.0,0
2016,Summer,USA,121,46,37,38,57.0,64.0,0
2016,Summer,CHN,70,26,18,26,29.0,41.0,0
2016,Summer,GBR,67,27,23,17,41.0,26.0,0
2016,Summer,RUS,56,19,17,20,27.0,29.0,0
2016,Summer,FRA,42,10,18,14,31.0,11.0,0
2016,Summer,GER,42,17,10,15,23.0,19.0,0
2016,Summer,JPN,41,12,8,21,23.0,18.0,0
2016,Summer,AUS,29,8,11,10,16.0,13.0,0
2016,Summer,ITA,28,8,12,8,18.0,10.0,0
2016,Summer,CAN,22,4,3,15,6.0,16.0,0
2016,Summer,KOR,21,9,3,9,12.0,9.0,0
2016,Summer,NED,19,8,7,4,7.0,12.0,0
2016,Summer,BRA,19,7,6,6,14.0,5.0,1
2016,Summer,AZE,18,1,7,10,14.0,4.0,0
2016,Summer,KAZ,18,3,5,10,10.0,8.0,0
2016,Summer,NZL,18,4,9,5,7.0,11.0,0
2016,Summer,ESP,17,7,4,6,8.0,9.0,0
2016,Summer,DEN,15,2,6,7,7.0,8.0,0
2016,Summer,HUN,15,8,3,4,5.0,10.0,0
2016,Summer,UZB,13,4,2,7,13.0,0.0,0
2016,Summer,KEN,13,6,6,1,6.0,7.0,0
2016,Summer,CUB,11,5,2,4,9.0,2.0,0
2016,Summer,SWE,11,2,6,3,3.0,8.0,0
2016,Summer,UKR,11,2,5,4,8.0,3.0,0
2016,Summer,JAM,11,6,3,2,5.0,6.0,0
2016,Summer,POL,11,2,3,6,3.0,8.0,0
2016,Summer,RSA,10,2,6,2,8.0,2.0,0
2016,Summer,CZE,10,1,2,7,6.0,4.0,0
2016,Summer,CRO,10,5,3,2,7.0,3.0,0
2016,Summer,BLR,9,1,4,4,5.0,4.0,0
2016,Summer,IRI,8,3,1,4,7.0,1.0,0
2016,Summer,ETH,8,1,2,5,3.0,5.0,0
2016,Summer,COL,8,3,2,3,4.0,4.0,0
2016,Summer,TUR,8,1,3,4,7.0,1.0,0
2016,Summer,SRB,8,2,4,2,4.0,4.0,0
2016,Summer,SUI,7,3,2,2,3.0,4.0,0
2016,Summer,GEO,7,2,1,4,7.0,0.0,0
2016,Summer,PRK,7,2,3,2,3.0,4.0,0
2016,Summer,BEL,6,2,2,2,4.0,2.0,0
2016,Summer,GRE,6,3,1,2,3.0,3.0,0
2016,Summer,THA,6,2,2,2,2.0,4.0,0
2016,Summer,MEX,5,0,3,2,3.0,2.0,0
2016,Summer,MAS,5,0,4,1,4.0,1.0,0
2016,Summer,ROU,4,1,1,2,2.0,2.0,0
2016,Summer,ARM,4,1,3,0,4.0,0.0,0
2016,Summer,ARG,4,3,1,0,2.0,2.0,0
2016,Summer,LTU,4,0,1,3,3.0,1.0,0
2016,Summer,NOR,4,0,0,4,3.0,1.0,0
2016,Summer,SVK,4,2,2,0,4.0,0.0,0
2016,Summer,SLO,4,1,2,1,2.0,2.0,0
2016,Summer,EGY,3,0,0,3,1.0,2.0,0
2016,Summer,VEN,3,0,1,2,1.0,2.0,0
2016,Summer,INA,3,1,2,0,2.0,1.0,0
2016,Summer,TUN,3,0,0,3,1.0,2.0,0
2016,Summer,BUL,3,0,1,2,0.0,3.0,0
2016,Summer,TPE,3,1,0,2,0.0,3.0,0
2016,Summer,ALG,2,0,2,0,2.0,0.0,0
2016,Summer,BRN,2,1,1,0,0.0,2.0,0
2016,Summer,IRL,2,0,2,0,1.0,1.0,0
2016,Summer,IND,2,0,1,1,0.0,2.0,0
2016,Summer,MGL,2,0,1,1,1.0,1.0,0
2016,Summer,CIV,2,1,0,1,1.0,1.0,0
2016,Summer,IOA,2,1,0,1,2.0,0.0,0
2016,Summer,BAH,2,1,0,1,1.0,1.0,0
2016,Summer,ISR,2,0,0,2,1.0,1.0,0
2016,Summer,VIE,2,1,1,0,2.0,0.0,0
2016,Summer,TJK,1,1,0,0,1.0,0.0,0
2016,Summer,NGR,1,0,0,1,1.0,0.0,0
2016,Summer,POR,1,0,0,1,0.0,1.0,0
2016,Summer,JOR,1,1,0,0,1.0,0.0,0
2016,Summer,PUR,1,1,0,0,0.0,1.0,0
2016,Summer,TTO,1,0,0,1,1.0,0.0,0
2016,Summer,SGP,1,1,0,0,1.0,0.0,0
2016,Summer,MAR,1,0,0,1,1.0,0.0,0
2016,Summer,QAT,1,0,1,0,1.0,0.0,0
2016,Summer,UAE,1,0,0,1,1.0,0.0,0
2016,Summer,AUT,1,0,0,1,0.0,1.0,0
2016,Summer,NIG,1,0,1,0,1.0,0.0,0
2016,Summer,PHI,1,0,1,0,0.0,1.0,0
2016,Summer,EST,1,0,0,1,1.0,0.0,0
2016,Summer,DOM,1,0,0,1,1.0,0.0,0
2016,Summer,FIJ,1,1,0,0,1.0,0.0,0
2016,Summer,FIN,1,0,0,1,0.0,1.0,0
2016,Summer,GRN,1,0,1,0,1.0,0.0,0
2016,Summer,BDI,1,0,1,0,0.0,1.0,0
2016,Summer,KOS,1,1,0,0,0.0,1.0,0
2016,Summer,IRQ,0,0,0,0,0.0,0.0,0
2016,Summer,CMR,0,0,0,0,0.0,0.0,0
2016,Summer,BRU,0,0,0,0,0.0,0.0,0
2016,Summer,SRI,0,0,0,0,0.0,0.0,0
2016,Summer,CHI,0,0,0,0,0.0,0.0,0
2016,Summer,GUY,0,0,0,0,0.0,0.0,0
2016,Summer,DJI,0,0,0,0,0.0,0.0,0
2016,Summer,PLE,0,0,0,0,0.0,0.0,0
2016,Summer,KSA,0,0,0,0,0.0,0.0,0
2016,Summer,GHA,0,0,0,0,0.0,0.0,0
2016,Summer,HON,0,0,0,0,0.0,0.0,0
2016,Summer,ESA,0,0,0,0,0.0,0.0,0
2016,Summer,TKM,0,0,0,0,0.0,0.0,0
2016,Summer,SKN,0,0,0,0,0.0,0.0,0
2016,Summer,ERI,0,0,0,0,0.0,0.0,0
2016,Summer,UGA,0,0,0,0,0.0,0.0,0
2016,Summer,NAM,0,0,0,0,0.0,0.0,0
2016,Summer,KGZ,0,0,0,0,0.0,0.0,0
2016,Summer,SAM,0,0,0,0,0.0,0.0,0
2016,Summer,ANG,0,0,0,0,0.0,0.0,0
2016,Summer,PAR,0,0,0,0,0.0,0.0,0
2016,Summer,BAN,0,0,0,0,0.0,0.0,0
2016,Summer,OMA,0,0,0,0,0.0,0.0,0
2016,Summer,MDA,0,0,0,0,0.0,0.0,0
2016,Summer,MRI,0,0,0,0,0.0,0.0,0
2016,Summer,VIN,0,0,0,0,0.0,0.0,0
2016,Summer,CRC,0,0,0,0,0.0,0.0,0
2016,Summer,SUD,0,0,0,0,0.0,0.0,0
2016,Summer,MAD,0,0,0,0,0.0,0.0,0
2016,Summer,PAK,0,0,0,0,0.0,0.0,0
2016,Summer,CHA,0,0,0,0,0.0,0.0,0
2016,Summer,BIH,0,0,0,0,0.0,0.0,0
2016,Summer,CAY,0,0,0,0,0.0,0.0,0
2016,Summer,SYR,0,0,0,0,0.0,0.0,0
2016,Summer,SEY,0,0,0,0,0.0,0.0,0
2016,Summer,ECU,0,0,0,0,0.0,0.0,0
2016,Summer,PAN,0,0,0,0,0.0,0.0,0
2016,Summer,GAB,0,0,0,0,0.0,0.0,0
2016,Summer,BOT,0,0,0,0,0.0,0.0,0
2016,Summer,ROT,0,0,0,0,0.0,0.0,0
2016,Summer,CPV,0,0,0,0,0.0,0.0,0
2016,Summer,BEN,0,0,0,0,0.0,0.0,0
2016,Summer,URU,0,0,0,0,0.0,0.0,0
2016,Summer,LAT,0,0,0,0,0.0,0.0,0
2016,Summer,AND,0,0,0,0,0.0,0.0,0
2016,Summer,CYP,0,0,0,0,0.0,0.0,0
2016,Summer,COM,0,0,0,0,0.0,0.0,0
2016,Summer,LBA,0,0,0,0,0.0,0.0,0
2016,Summer,HKG,0,0,0,0,0.0,0.0,0
2016,Summer,LCA,0,0,0,0,0.0,0.0,0
2016,Summer,MOZ,0,0,0,0,0.0,0.0,0
2016,Summer,FSM,0,0,0,0,0.0,0.0,0
2016,Summer,TOG,0,0,0,0,0.0,0.0,0
2016,Summer,MTN,0,0,0,0,0.0,0.0,0
2016,Summer,YEM,0,0,0,0,0.0,0.0,0
2016,Summer,ANT,0,0,0,0,0.0,0.0,0
2016,Summer,AFG,0,0,0,0,0.0,0.0,0
2016,Summer,MKD,0,0,0,0,0.0,0.0,0
2016,Summer,GUI,0,0,0,0,0.0,0.0,0
2016,Summer,LIB,0,0,0,0,0.0,0.0,0
2016,Summer,MNE,0,0,0,0,0.0,0.0,0
2016,Summer,GUA,0,0,0,0,0.0,0.0,0
2016,Summer,PNG,0,0,0,0,0.0,0.0,0
2016,Summer,ZIM,0,0,0,0,0.0,0.0,0
2016,Summer,GAM,0,0,0,0,0.0,0.0,0
2016,Summer,BAR,0,0,0,0,0.0,0.0,0
2016,Summer,COK,0,0,0,0,0.0,0.0,0
2016,Summer,MLT,0,0,0,0,0.0,0.0,0
2016,Summer,NEP,0,0,0,0,0.0,0.0,0
2016,Summer,STP,0,0,0,0,0.0,0.0,0
2016,Summer,CGO,0,0,0,0,0.0,0.0,0
2016,Summer,CAF,0,0,0,0,0.0,0.0,0
2016,Summer,SEN,0,0,0,0,0.0,0.0,0
2016,Summer,PER,0,0,0,0,0.0,0.0,0
2016,Summer,NRU,0,0,0,0,0.0,0.0,0
2016,Summer,GBS,0,0,0,0,0.0,0.0,0
2016,Summer,LAO,0,0,0,0,0.0,0.0,0
2016,Summer,RWA,0,0,0,0,0.0,0.0,0
2016,Summer,TLS,0,0,0,0,0.0,0.0,0
2016,Summer,ALB,0,0,0,0,0.0,0.0,0
2016,Summer,LUX,0,0,0,0,0.0,0.0,0
2016,Summer,HAI,0,0,0,0,0.0,0.0,0
2016,Summer,BOL,0,0,0,0,0.0,0.0,0
2016,Summer,ZAM,0,0,0,0,0.0,0.0,0
2016,Summer,MAW,0,0,0,0,0.0,0.0,0
2016,Summer,CAM,0,0,0,0,0.0,0.0,0
2016,Summer,ISV,0,0,0,0,0.0,0.0,0
2016,Summer,MLI,0,0,0,0,0.0,0.0,0
2016,Summer,MHL,0,0,0,0,0.0,0.0,0
2016,Summer,MON,0,0,0,0,0.0,0.0,0
2016,Summer,PLW,0,0,0,0,0.0,0.0,0
2016,Summer,BER,0,0,0,0,0.0,0.0,0
2016,Summer,DMA,0,0,0,0,0.0,0.0,0
2016,Summer,GEQ,0,0,0,0,0.0,0.0,0
2016,Summer,TGA,0,0,0,0,0.0,0.0,0
2016,Summer,SOL,0,0,0,0,0.0,0.0,0
2016,Summer,ISL,0,0,0,0,0.0,0.0,0
2016,Summer,IVB,0,0,0,0,0.0,0.0,0
2016,Summer,SSD,0,0,0,0,0.0,0.0,0
2016,Summer,LIE,0,0,0,0,0.0,0.0,0
2016,Summer,TAN,0,0,0,0,0.0,0.0,0
2016,Summer,MYA,0,0,0,0,0.0,0.0,0
2016,Summer,GUM,0,0,0,0,0.0,0.0,0
2016,Summer,MDV,0,0,0,0,0.0,0.0,0
2016,Summer,SLE,0,0,0,0,0.0,0.0,0
2016,Summer,BIZ,0,0,0,0,0.0,0.0,0
2016,Summer,ASA,0,0,0,0,0.0,0.0,0
2016,Summer,COD,0,0,0,0,0.0,0.0,0
2016,Summer,BHU,0,0,0,0,0.0,0.0,0
2016,Summer,KIR,0,0,0,0,0.0,0.0,0
2016,Summer,BUR,0,0,0,0,0.0,0.0,0
2016,Summer,SUR,0,0,0,0,0.0,0.0,0
2016,Summer,LBR,0,0,0,0,0.0,0.0,0
2016,Summer,NCA,0,0,0,0,0.0,0.0,0
2016,Summer,LES,0,0,0,0,0.0,0.0,0
2016,Summer,VAN,0,0,0,0,0.0,0.0,0
2016,Summer,ARU,0,0,0,0,0.0,0.0,0
2016,Summer,SWZ,0,0,0,0,0.0,0.0,0
2016,Summer,SOM,0,0,0,0,0.0,0.0,0
2016,Summer,SMR,0,0,0,0,0.0,0.0,0
2016,Summer,TUV,0,0,0,0,0.0,0.0,0
2018,Winter,NOR,39,14,14,11,,,0
2018,Winter,GER,31,14,10,7,,,0
2018,Winter,CAN,29,11,8,10,,,0
2018,Winter,USA,23,9,8,6,,,0
2018,Winter,NED,20,8,6,6,,,0
2018,Winter,KOR,17,5,8,4,,,1
2018,Winter,OAR,17,2,6,9,,,0
2018,Winter,SUI,15,5,6,4,,,0
2018,Winter,FRA,15,5,4,6,,,0
2018,Winter,SWE,14,7,6,1,,,0
2018,Winter,AUT,14,5,3,6,,,0
2018,Winter,JPN,13,4,5,4,,,0
2018,Winter,ITA,10,3,2,5,,,0
2018,Winter,CHN,9,1,6,2,,,0
2018,Winter,CZE,7,2,2,3,,,0
2018,Winter,FIN,6,1,1,4,,,0
2018,Winter,GBR,5,1,0,4,,,0
2018,Winter,BLR,3,2,1,0,,,0
2018,Winter,SVK,3,1,2,0,,,0
2018,Winter,AUS,3,0,2,1,,,0
2018,Winter,POL,2,1,0,1,,,0
2018,Winter,SLO,2,0,1,1,,,0
2018,Winter,NZL,2,0,0,2,,,0
2018,Winter,ESP,2,0,0,2,,,0
2018,Winter,HUN,1,1,0,0,,,0
2018,Winter,UKR,1,1,0,0,,,0
2018,Winter,BEL,1,0,1,0,,,0
2018,Winter,KAZ,1,0,0,1,,,0
2018,Winter,LAT,1,0,0,1,,,0
2018,Winter,LIE,1,0,0,1,,,0
2020,Summer,USA,113,39,41,33,,,0
2020,Summer,CHN,89,38,32,19,,,0
2020,Summer,ROC,71,20,28,23,,,0
2020,Summer,GBR,64,22,20,22,,,0
2020,Summer,JPN,58,27,14,17,,,1
2020,Summer,AUS,46,17,7,22,,,0
2020,Summer,ITA,40,10,10,20,,,0
2020,Summer,GER,37,10,11,16,,,0
2020,Summer,NED,36,10,12,14,,,0
2020,Summer,FRA,33,10,12,11,,,0
2020,Summer,CAN,24,7,7,10,,,0
2020,Summer,BRA,21,7,6,8,,,0
2020,Summer,NZL,20,7,6,7,,,0
2020,Summer,HUN,20,6,7,7,,,0
2020,Summer,KOR,20,6,4,10,,,0
2020,Summer,UKR,19,1,6,12,,,0
2020,Summer,ESP,17,3,8,6,,,0
2020,Summer,CUB,15,7,3,5,,,0
2020,Summer,POL,14,4,5,5,,,0
2020,Summer,SUI,13,3,4,6,,,0
2020,Summer,TUR,13,2,2,9,,,0
2020,Summer,TPE,12,2,4,6,,,0
2020,Summer,CZE,11,4,4,3,,,0
2020,Summer,DEN,11,3,4,4,,,0
2020,Summer,KEN,10,4,4,2,,,0
2020,Summer,JAM,9,4,1,4,,,0
2020,Summer,SWE,9,3,6,0,,,0
2020,Summer,CRO,9,3,3,3,,,0
2020,Summer,NOR,8,4,2,2,,,0
2020,Summer,SRB,8,3,1,4,,,0
2020,Summer,GEO,8,2,5,1,,,0
2020,Summer,KAZ,8,0,0,8,,,0
2020,Summer,IRI,7,3,2,2,,,0
2020,Summer,BEL,7,3,1,3,,,0
2020,Summer,BLR,7,1,3,3,,,0
2020,Summer,IND,7,1,2,4,,,0
2020,Summer,AUT,7,1,1,5,,,0
2020,Summer,AZE,7,0,3,4,,,0
2020,Summer,BUL,6,3,1,2,,,0
2020,Summer,HKG,6,1,2,3,,,0
2020,Summer,EGY,6,1,1,4,,,0
2020,Summer,SLO,5,3,1,1,,,0
2020,Summer,UZB,5,3,0,2,,,0
2020,Summer,INA,5,1,1,3,,,0
2020,Summer,COL,5,0,4,1,,,0
2020,Summer,DOM,5,0,3,2,,,0
2020,Summer,GRE,4,2,1,1,,,0
2020,Summer,UGA,4,2,1,1,,,0
2020,Summer,IRL,4,2,0,2,,,0
2020,Summer,ISR,4,2,0,2,,,0
2020,Summer,ROU,4,1,3,0,,,0
2020,Summer,VEN,4,1,3,0,,,0
2020,Summer,PHI,4,1,2,1,,,0
2020,Summer,SVK,4,1,2,1,,,0
2020,Summer,ETH,4,1,1,2,,,0
2020,Summer,POR,4,1,1,2,,,0
2020,Summer,ARM,4,0,2,2,,,0
2020,Summer,MGL,4,0,1,3,,,0
2020,Summer,MEX,4,0,0,4,,,0
2020,Summer,ECU,3,2,1,0,,,0
2020,Summer,QAT,3,2,0,1,,,0
2020,Summer,RSA,3,1,2,0,,,0
2020,Summer,KGZ,3,0,2,1,,,0
2020,Summer,ARG,3,0,1,2,,,0
2020,Summer,SMR,3,0,1,2,,,0
2020,Summer,BAH,2,2,0,0,,,0
2020,Summer,KOS,2,2,0,0,,,0
2020,Summer,TUN,2,1,1,0,,,0
2020,Summer,EST,2,1,0,1,,,0
2020,Summer,FIJ,2,1,0,1,,,0
2020,Summer,LAT,2,1,0,1,,,0
2020,Summer,THA,2,1,0,1,,,0
2020,Summer,JOR,2,0,1,1,,,0
2020,Summer,MAS,2,0,1,1,,,0
2020,Summer,NGR,2,0,1,1,,,0
2020,Summer,FIN,2,0,0,2,,,0
2020,Summer,BER,1,1,0,0,,,0
2020,Summer,MAR,1,1,0,0,,,0
2020,Summer,PUR,1,1,0,0,,,0
2020,Summer,BRN,1,0,1,0,,,0
2020,Summer,LTU,1,0,1,0,,,0
2020,Summer,NAM,1,0,1,0,,,0
2020,Summer,MKD,1,0,1,0,,,0
2020,Summer,KSA,1,0,1,0,,,0
2020,Summer,TKM,1,0,1,0,,,0
2020,Summer,BOT,1,0,0,1,,,0
2020,Summer,BUR,1,0,0,1,,,0
2020,Summer,GHA,1,0,0,1,,,0
2020,Summer,GRN,1,0,0,1,,,0
2020,Summer,CIV,1,0,0,1,,,0
2020,Summer,KUW,1,0,0,1,,,0
2020,Summer,MDA,1,0,0,1,,,0
2020,Summer,SYR,1,0,0,1,,,0
2022,Winter,NOR,37,16,8,13,,,0
2022,Winter,ROC,32,5,12,15,,,0
2022,Winter,GER,27,12,10,5,,,0
2022,Winter,CAN,26,4,8,14,,,0
2022,Winter,USA,25,9,9,7,,,0
2022,Winter,SWE,18,8,5,5,,,0
2022,Winter,AUT,18,7,7,4,,,0
2022,Winter,JPN,18,3,7,8,,,0
2022,Winter,NED,17,8,5,4,,,0
2022,Winter,ITA,17,2,7,8,,,0
2022,Winter,CHN,15,9,4,2,,,1
2022,Winter,SUI,15,7,2,6,,,0
2022,Winter,FRA,14,5,7,2,,,0
2022,Winter,KOR,9,2,5,2,,,0
2022,Winter,FIN,8,2,2,4,,,0
2022,Winter,SLO,7,2,3,2,,,0
2022,Winter,AUS,4,1,2,1,,,0
2022,Winter,NZL,3,2,1,0,,,0
2022,Winter,HUN,3,1,0,2,,,0
2022,Winter,GBR,2,1,1,0,,,0
2022,Winter,BEL,2,1,0,1,,,0
2022,Winter,CZE,2,1,0,1,,,0
2022,Winter,SVK,2,1,0,1,,,0
2022,Winter,BLR,2,0,2,0,,,0
2022,Winter,ESP,1,0,1,0,,,0
2022,Winter,UKR,1,0,1,0,,,0
2022,Winter,EST,1,0,0,1,,,0
2022,Winter,LAT,1,0,0,1,,,0
2022,Winter,POL,1,0,0,1,,,0
2024,Summer,USA,126,40,44,42,,,0
2024,Summer,CHN,91,40,27,24,,,0
2024,Summer,GBR,65,14,22,29,,,0
2024,Summer,FRA,64,16,26,22,,,1
2024,Summer,AUS,53,18,19,16,,,0
2024,Summer,JPN,45,20,12,13,,,0
2024,Summer,ITA,40,12,13,15,,,0
2024,Summer,NED,34,15,7,12,,,0
2024,Summer,GER,33,12,13,8,,,0
2024,Summer,KOR,32,13,9,10,,,0
2024,Summer,CAN,27,9,7,11,,,0
2024,Summer,NZL,20,10,7,3,,,0
2024,Summer,BRA,20,3,7,10,,,0
2024,Summer,HUN,19,6,7,6,,,0
2024,Summer,ESP,18,5,4,9,,,0
2024,Summer,UZB,13,8,2,3,,,0
2024,Summer,IRI,12,3,6,3,,,0
2024,Summer,UKR,12,3,5,4,,,0
2024,Summer,SWE,11,4,4,3,,,0
2024,Summer,KEN,11,4,2,5,,,0
2024,Summer,BEL,10,3,1,6,,,0
2024,Summer,POL,10,1,4,5,,,0
2024,Summer,ROU,9,3,4,2,,,0
2024,Summer,DEN,9,2,2,5,,,0
2024,Summer,CUB,9,2,1,6,,,0
2024,Summer,NOR,8,4,1,3,,,0
2024,Summer,SUI,8,1,2,5,,,0
2024,Summer,GRE,8,1,1,6,,,0
2024,Summer,TUR,8,0,3,5,,,0
2024,Summer,IRL,7,4,0,3,,,0
